Skecos6	K06685
Skemar22471	K00078
Skemar22474	K15103
Skemar22484	K00789
Skemar22491	K06027
Skemar22492	K11885
Skemar22496	K02899
Skemar22497	K00231
Skemar22509	K13091
Skemar22524	K02966
Skemar22543	K09807
Skemar22557	K14292
Skemar22561	K01419
Skemar22563	K03773
Skemar22569	K16570
Skemar22571	K11126
Skemar22579	K03470
Skemar22587	K02938
Skemar22607	K13289
Skemar22622	K06641
Skemar22624	K02212
Skemar22633	K18170
Skemar22650	K03426
Skemar22663	K02975
Skemar22674	K00888
Skemar22688	K12389
Skemar22691	K13539
Skemar22696	K00574
Skemar22703	K00392
Skemar22725	K17710
Skemar22726	K02016
Skemar22760	K14012
Skemar22761	K03358
Skemar22762	K12194
Skemar22773	K01166
Skemar22777	K06184
Skemar22778	K01537
Skemar22793	K12373
Skemar22809	K15449
Skemar22833	K15277
Skemar22859	K07513
Skemar22869	K04498
Skemar22884	K03965
Skemar22885	K00235
Skemar22890	K15102
Skemar22913	K13998
Skemar22925	K03350
Skemar22933	K08874
Skemar22938	K01835
Skemar22949	K13347
Skemar22960	K03665
Skemar22981	K00953
Skemar22982	K00327
Skemar22994	K03257
Skemar23001	K14399
Skemar23020	K02320
Skemar23026	K15900
Skemar23031	K02872
Skemar23042	K12621
Skemar23049	K17768
Skemar23053	K12828
Skemar23055	K01315
Skemar23057	K11996
Skemar23059	K02889
Skemar23080	K14415
Skemar23089	K17785
Skemar23099	K03255
Skemar23103	K03950
Skemar23110	K03255
Skemar23113	K15271
Skemar23124	K03130
Skemar23127	K00624
Skemar23144	K13535
Skemar23158	K02260
Skemar23159	K03842
Skemar23170	K02867
Skemar23172	K00854
Skemar23176	K02427
Skemar23184	K11269
Skemar23188	K10419
Skemar23199	K05652
Skemar23205	K12826
Skemar23214	K15272
Skemar23217	K01711
Skemar23221	K01586
Skemar23224	K13101
Skemar23239	K03885
Skemar23241	K13431
Skemar23250	K14572
Skemar23268	K12587
Skemar23272	K11839
Skemar23285	K04487
Skemar23302	K01885
Skemar23312	K12840
Skemar23314	K01495
Skemar23315	K00134
Skemar23327	K08336
Skemar23335	K00800
Skemar23363	K12848
Skemar23375	K04802
Skemar23380	K09562
Skemar23401	K01883
Skemar23406	K01914
Skemar23410	K02921
Skemar23421	K06676
Skemar23455	K02926
Skemar23467	K10688
Skemar23484	K02503
Skemar23504	K15085
Skemar23509	K11099
Skemar23518	K07562
Skemar23519	K00944
Skemar23552	K18172
Skemar23555	K15745
Skemar23563	K00820
Skemar23578	K00800
Skemar23579	K15109
Skemar23585	K00766
Skemar23611	K14326
Skemar23614	K00416
Skemar23620	K03715
Skemar23621	K03039
Skemar23639	K10578
Skemar23658	K01365
Skemar23661	K02883
Skemar23683	K12869
Skemar23691	K11718
Skemar23706	K02603
Skemar23742	K04706
Skemar23757	K11251
Skemar23765	K01754
Skemar23772	K11166
Skemar23773	K03434
Skemar23807	K01647
Skemar23817	K10891
Skemar23844	K04523
Skemar23846	K01597
Skemar23856	K02684
Skemar23858	K03801
Skemar23870	K11274
Skemar23874	K03037
Skemar23878	K09838
Skemar23898	K10752
Skemar23905	K03136
Skemar23912	K01265
Skemar23913	K13095
Skemar23915	K03676
Skemar23930	K10848
Skemar23953	K08490
Skemar23959	K03130
Skemar23978	K01493
Skemar24007	K01120
Skemar24012	K13356
Skemar24032	K07750
Skemar24054	K15979
Skemar24055	K03839
Skemar24070	K10755
Skemar24088	K13348
Skemar24091	K03125
Skemar24095	K03144
Skemar24114	K00626
Skemar24118	K01183
Skemar24144	K13210
Skemar24190	K04523
Skemar24204	K01358
Skemar24209	K12857
Skemar24218	K02328
Skemar24222	K01669
Skemar24227	K01120
Skemar24238	K00927
Skemar24241	K00873
Skemar24245	K07023
Skemar24246	K00166
Skemar24254	K12863
Skemar24268	K06643
Skemar24276	K11088
Skemar24278	K00801
Skemar24279	K00102
Skemar24287	K11233
Skemar24299	K01889
Skemar24300	K15423
Skemar24302	K03177
Skemar24325	K01634
Skemar24337	K14832
Skemar24354	K14152
Skemar24355	K17430
Skemar24362	K01803
Skemar24366	K00510
Skemar24380	K00328
Skemar24418	K06634
Skemar24445	K01365
Skemar24449	K02013
Skemar24461	K17500
Skemar24473	K00121
Skemar24474	K04079
Skemar24480	K06997
Skemar24483	K12373
Skemar24490	K00106
Skemar24511	K17972
Skemar24548	K07509
Skemar24552	K07511
Skemar24555	K08334
Skemar24560	K17422
Skemar24567	K10842
Skemar24568	K12823
Skemar24588	K11717
Skemar24600	K03942
Skemar24609	K01255
Skemar24613	K13525
Skemar24619	K12160
Skemar24620	K15889
Skemar24622	K12947
Skemar24630	K17790
Skemar24639	K01969
Skemar24645	K12837
Skemar24651	K01940
Skemar24657	K00761
Skemar24658	K14415
Skemar24660	K00817
Skemar24662	K09272
Skemar24669	K12819
Skemar24681	K06911
Skemar24688	K01873
Skemar24710	K09828
Skemar24713	K00492
Skemar24733	K17780
Skemar24741	K06630
Skemar24779	K15728
Skemar24780	K11416
Skemar24809	K11839
Skemar24824	K01537
Skemar24838	K08495
Skemar24860	K01807
Skemar24863	K00793
Skemar24871	K06875
Skemar24879	K08506
Skemar24897	K03671
Skemar24919	K13094
Skemar24925	K13989
Skemar24926	K08876
Skemar24927	K01828
Skemar24928	K00784
Skemar24942	K10758
Skemar24946	K02962
Skemar24970	K01750
Skemar24972	K13023
Skemar24980	K10733
Skemar24988	K00799
Skemar24999	K03921
Skemar25007	K01934
Skemar25019	K10738
Skemar25035	K13811
Skemar25039	K08737
Skemar25052	K03019
Skemar25055	K17618
Skemar25061	K11273
Skemar25069	K02335
Skemar25075	K03177
Skemar25086	K11786
Skemar25112	K06628
Skemar25118	K10609
Skemar25131	K01490
Skemar25133	K08147
Skemar25138	K11308
Skemar25143	K14792
Skemar25196	K02366
Skemar25198	K00236
Skemar25204	K11292
Skemar25210	K04507
Skemar25216	K03113
Skemar25220	K01507
Skemar25224	K07002
Skemar25225	K15424
Skemar25241	K07200
Skemar25247	K10686
Skemar25248	K01173
Skemar25250	K01611
Skemar25251	K00861
Skemar25252	K06961
Skemar25253	K15030
Skemar25261	K00939
Skemar25275	K06287
Skemar25278	K01889
Skemar25292	K17783
Skemar25293	K00873
Skemar25295	K13337
Skemar25298	K01634
Skemar25306	K00020
Skemar25310	K03671
Skemar25317	K11662
Skemar25329	K12394
Skemar25350	K09549
Skemar25379	K14001
Skemar25381	K08339
Skemar25383	K00852
Skemar25391	K00921
Skemar25404	K01738
Skemar25420	K11492
Skemar25429	K12837
Skemar25441	K01835
Skemar25449	K13024
Skemar25453	K02575
Skemar25470	K03885
Skemar25471	K02266
Skemar25472	K10901
Skemar25481	K08683
Skemar25483	K17600
Skemar25537	K08911
Skemar25542	K12844
Skemar25544	K00627
Skemar25565	K03083
Skemar25573	K17081
Skemar25579	K03260
Skemar25593	K10427
Skemar25600	K01738
Skemar25615	K02959
Skemar25629	K15332
Skemar25630	K03404
Skemar25637	K10841
Skemar25641	K06189
Skemar25642	K02148
Skemar25655	K03035
Skemar25658	K06620
Skemar25667	K00262
Skemar25669	K14589
Skemar25680	K12198
Skemar25687	K11654
Skemar25693	K03115
Skemar25695	K10295
Skemar25703	K02335
Skemar25723	K12386
Skemar25764	K03438
Skemar25765	K13535
Skemar25770	K08138
Skemar25773	K02350
Skemar25778	K04649
Skemar25798	K03348
Skemar25818	K07203
Skemar25821	K03006
Skemar25876	K08860
Skemar25880	K17087
Skemar25885	K17616
Skemar25886	K16365
Skemar25901	K14012
Skemar25902	K10753
Skemar25913	K11275
Skemar25920	K02518
Skemar25937	K14685
Skemar25940	K01867
Skemar25942	K00919
Skemar25947	K03028
Skemar25956	K13103
Skemar26001	K07754
Skemar26005	K10592
Skemar26021	K00939
Skemar26023	K10251
Skemar26047	K15287
Skemar26049	K14535
Skemar26059	K12616
Skemar26061	K02324
Skemar26083	K02480
Skemar26086	K12816
Skemar26104	K14401
Skemar26121	K02320
Skemar26123	K10626
Skemar26125	K00469
Skemar26132	K00726
Skemar26152	K01090
Skemar26158	K01090
Skemar26159	K03107
Skemar26169	K05928
Skemar26176	K03353
Skemar26177	K09499
Skemar26203	K03514
Skemar26239	K12832
Skemar26240	K01462
Skemar26248	K17430
Skemar26266	K13917
Skemar26268	K00640
Skemar26271	K15176
Skemar26276	K11584
Skemar26283	K03353
Skemar26287	K10573
Skemar26288	K00796
Skemar26290	K03341
Skemar26293	K00033
Skemar26306	K13253
Skemar26325	K12825
Skemar26335	K14301
Skemar26366	K14536
Skemar26369	K11430
Skemar26376	K12122
Skemar26384	K09471
Skemar26388	K02906
Skemar26417	K10747
Skemar26422	K11068
Skemar26424	K11128
Skemar26425	K01007
Skemar26426	K15289
Skemar26431	K00765
Skemar26438	K03241
Skemar26449	K04078
Skemar26457	K03671
Skemar26462	K07151
Skemar26482	K16732
Skemar26499	K01520
Skemar26501	K06995
Skemar26507	K14004
Skemar26509	K10777
Skemar26544	K02291
Skemar26566	K00161
Skemar26569	K03349
Skemar26571	K01392
Skemar26573	K10364
Skemar26575	K00658
Skemar26594	K02258
Skemar26622	K14400
Skemar26623	K04040
Skemar26646	K08576
Skemar26660	K03574
Skemar26666	K00357
Skemar26668	K08903
Skemar26675	K12619
Skemar26686	K03530
Skemar26691	K11252
Skemar26709	K13989
Skemar26711	K00134
Skemar26720	K11488
Skemar26725	K02979
Skemar26737	K01918
Skemar26740	K08293
Skemar26794	K00928
Skemar26802	K11251
Skemar26809	K13960
Skemar26814	K01404
Skemar26827	K03644
Skemar26830	K08827
Skemar26832	K05868
Skemar26839	K12618
Skemar26843	K17757
Skemar26851	K11373
Skemar26859	K11498
Skemar26870	K12373
Skemar26880	K03061
Skemar26889	K04077
Skemar26904	K17301
Skemar26905	K17262
Skemar26907	K08850
Skemar26912	K02152
Skemar26921	K17868
Skemar26966	K07376
Skemar26990	K02180
Skemar26997	K00162
Skemar27008	K13220
Skemar27012	K02732
Skemar27015	K05857
Skemar27020	K17822
Skemar27021	K15109
Skemar27029	K14525
Skemar27059	K12818
Skemar27060	K05288
Skemar27064	K16578
Skemar27067	K01772
Skemar27068	K00729
Skemar27069	K13348
Skemar27070	K00815
Skemar27071	K14004
Skemar27072	K02224
Skemar27073	K01734
Skemar27074	K13111
Skemar27094	K00469
Skemar27099	K06990
Skemar27102	K03239
Skemar27103	K03031
Skemar27108	K03676
Skemar27126	K01069
Skemar27146	K10436
Skemar27150	K01379
Skemar27157	K08737
Skemar27161	K02326
Skemar27163	K02028
Skemar27166	K12393
Skemar27167	K14403
Skemar27168	K00799
Skemar27171	K03424
Skemar27199	K01893
Skemar27203	K02738
Skemar27208	K16458
Skemar27213	K11366
Skemar27224	K02357
Skemar27233	K14012
Skemar27243	K12856
Skemar27244	K02134
Skemar27246	K05658
Skemar27249	K11805
Skemar27281	K13093
Skemar27282	K16055
Skemar27296	K02145
Skemar27354	K12832
Skemar27355	K00417
Skemar27357	K15667
Skemar27375	K11233
Skemar27377	K13210
Skemar27381	K00134
Skemar27384	K08775
Skemar27396	K12627
Skemar27407	K01537
Skemar27410	K17550
Skemar27430	K01873
Skemar27465	K03769
Skemar27469	K10206
Skemar27483	K00232
Skemar27502	K10413
Skemar27509	K13348
Skemar27514	K08884
Skemar27515	K00029
Skemar27524	K01847
Skemar27527	K09613
Skemar27531	K01130
Skemar27534	K00789
Skemar27535	K10365
Skemar27536	K02575
Skemar27554	K08678
Skemar27555	K08869
Skemar27556	K00626
Skemar27562	K02178
Skemar27564	K08138
Skemar27565	K01535
Skemar27600	K07897
Skemar27608	K13210
Skemar27610	K02863
Skemar27621	K08266
Skemar27632	K09597
Skemar27638	K13348
Skemar27641	K02984
Skemar27642	K02863
Skemar27652	K07300
Skemar27653	K09810
Skemar27654	K00627
Skemar27662	K06119
Skemar27678	K15040
Skemar27680	K01166
Skemar27696	K01062
Skemar27739	K00995
Skemar27740	K03321
Skemar27750	K15109
Skemar27762	K01535
Skemar27785	K06130
Skemar27789	K07393
Skemar27797	K08956
Skemar27800	K13126
Skemar27809	K12624
Skemar27859	K12829
Skemar27868	K14652
Skemar27869	K10844
Skemar27870	K00167
Skemar27885	K17491
Skemar27890	K02996
Skemar27896	K16818
Skemar27914	K12185
Skemar27942	K03252
Skemar27948	K09490
Skemar27961	K01875
Skemar27968	K08498
Skemar27986	K01183
Skemar27991	K02728
Skemar27993	K04564
Skemar28000	K17805
Skemar28001	K10598
Skemar28003	K00761
Skemar28018	K14786
Skemar28029	K04077
Skemar28046	K14319
Skemar28059	K03526
Skemar28072	K02735
Skemar28076	K07112
Skemar28078	K10769
Skemar28080	K16056
Skemar28099	K06639
Skemar28110	K03130
Skemar28114	K03847
Skemar28120	K01847
Skemar28137	K00901
Skemar28166	K03009
Skemar28192	K15078
Skemar28194	K12160
Skemar28195	K10956
Skemar28199	K05956
Skemar28202	K11294
Skemar28205	K07393
Skemar28211	K10357
Skemar28214	K03141
Skemar28220	K04485
Skemar28223	K02327
Skemar28233	K08869
Skemar28253	K14950
Skemar28280	K00718
Skemar28281	K12812
Skemar28286	K00948
Skemar28305	K17805
Skemar28312	K06633
Skemar28314	K00790
Skemar28317	K00655
Skemar28319	K01256
Skemar28346	K13113
Skemar28379	K11251
Skemar28395	K10696
Skemar28436	K17279
Skemar28441	K02951
Skemar28455	K12611
Skemar28460	K12122
Skemar28462	K00053
Skemar28469	K18156
Skemar28504	K04371
Skemar28516	K02973
Skemar28544	K07910
Skemar28550	K00799
Skemar28563	K17794
Skemar28566	K08963
Skemar28591	K15272
Skemar28599	K01958
Skemar28614	K00435
Skemar28625	K00281
Skemar28647	K14402
Skemar28670	K11094
Skemar28671	K00059
Skemar28672	K01057
Skemar28673	K06980
Skemar28694	K13248
Skemar28696	K15728
Skemar28715	K03531
Skemar28725	K12399
Skemar28733	K08193
Skemar28774	K11292
Skemar28778	K14319
Skemar28800	K12447
Skemar28807	K00784
Skemar28823	K03687
Skemar28824	K11251
Skemar28837	K10144
Skemar28856	K08493
Skemar28857	K02942
Skemar28919	K12620
Skemar28926	K01915
Skemar28941	K03810
Skemar28962	K12483
Skemar28964	K06171
Skemar28971	K14455
Skemar28975	K00565
Skemar28980	K04536
Skemar28982	K03008
Skemar28992	K11713
Skemar28995	K10839
Skemar28997	K13120
Skemar29004	K15083
Skemar29012	K17900
Skemar29013	K12734
Skemar29023	K10389
Skemar29042	K01244
Skemar29052	K01262
Skemar29054	K01735
Skemar29061	K01836
Skemar29066	K17805
Skemar29099	K02902
Skemar29125	K07046
Skemar29126	K07300
Skemar29146	K06709
Skemar29147	K04708
Skemar29158	K13800
Skemar29163	K10144
Skemar29196	K07893
Skemar29222	K02510
Skemar29237	K03924
Skemar29267	K02835
Skemar29279	K16365
Skemar29281	K00850
Skemar29297	K13111
Skemar29301	K14769
Skemar29328	K03030
Skemar29329	K15728
Skemar29331	K01733
Skemar29335	K03544
Skemar29370	K11096
Skemar29371	K02903
Skemar29373	K12392
Skemar29376	K02991
Skemar29379	K00972
Skemar29381	K10592
Skemar29394	K17781
Skemar29405	K15176
Skemar29409	K16744
Skemar29431	K08592
Skemar29436	K14050
Skemar29437	K17534
Skemar29443	K14376
Skemar29445	K00856
Skemar29453	K08343
Skemar29460	K12345
Skemar29469	K08593
Skemar29489	K11548
Skemar29499	K02641
Skemar29505	K02989
Skemar29506	K15542
Skemar29508	K03798
Skemar29510	K11253
Skemar29511	K02912
Skemar29529	K11097
Skemar29546	K01885
Skemar29549	K12845
Skemar29559	K02739
Skemar29565	K15181
Skemar29589	K12492
Skemar29594	K00609
Skemar29606	K13963
Skemar29622	K01966
Skemar29624	K17607
Skemar29643	K01764
Skemar29649	K00236
Skemar29651	K00888
Skemar29669	K00930
Skemar29670	K06694
Skemar29682	K00641
Skemar29687	K03108
Skemar29694	K03240
Skemar29698	K14962
Skemar29711	K09833
Skemar29720	K06890
Skemar29728	K02355
Skemar29733	K07030
Skemar29736	K09489
Skemar29737	K00509
Skemar29742	K13830
Skemar29762	K17777
Skemar29764	K03782
Skemar29765	K13205
Skemar29766	K03022
Skemar29767	K12493
Skemar29768	K12489
Skemar29774	K02838
Skemar29778	K13511
Skemar29784	K04706
Skemar29795	K09554
Skemar29811	K01456
Skemar29838	K14292
Skemar29861	K12606
Skemar29863	K09250
Skemar29875	K08910
Skemar29878	K05850
Skemar29898	K02137
Skemar29930	K01092
Skemar29943	K01426
Skemar29954	K12160
Skemar29957	K12403
Skemar29987	K03032
Skemar30019	K12621
Skemar30030	K08568
Skemar30041	K02155
Skemar30047	K02983
Skemar30067	K03348
Skemar30071	K01867
Skemar30087	K00010
Skemar30118	K00416
Skemar30159	K12586
Skemar30178	K03097
Skemar30254	K03678
Skemar30266	K00384
Skemar30293	K02993
Skemar30294	K12196
Skemar30295	K09481
Skemar30303	K00873
Skemar30307	K10688
Skemar30310	K06689
Skemar30317	K18192
Skemar30323	K11843
Skemar30333	K14538
Skemar30334	K11341
Skemar30335	K01069
Skemar30370	K02998
Skemar30372	K03841
Skemar30385	K08515
Skemar30430	K01854
Skemar30432	K11502
Skemar30435	K08504
Skemar30439	K02981
Skemar30446	K01462
Skemar30451	K02729
Skemar30452	K10807
Skemar30456	K12870
Skemar30473	K01738
Skemar30474	K14306
Skemar30477	K03553
Skemar30482	K17618
Skemar30489	K02575
Skemar30492	K02259
Skemar30508	K15276
Skemar30517	K03004
Skemar30519	K08262
Skemar30539	K09503
Skemar30573	K01265
Skemar30574	K00718
Skemar30596	K01867
Skemar30600	K00472
Skemar30606	K12492
Skemar30619	K17972
Skemar30625	K12844
Skemar30631	K09838
Skemar30638	K00823
Skemar30640	K00913
Skemar30681	K01427
Skemar30682	K08272
Skemar30683	K13347
Skemar30684	K10878
Skemar30697	K00962
Skemar30701	K04648
Skemar30716	K00752
Skemar30745	K13348
Skemar30758	K10885
Skemar30760	K04488
Skemar30771	K04382
Skemar30788	K16302
Skemar30809	K09391
Skemar30837	K03511
Skemar30840	K10747
Skemar30843	K02955
Skemar30849	K00797
Skemar30851	K10684
Skemar30880	K01183
Skemar30887	K13525
Skemar30899	K18162
Skemar30901	K04503
Skemar30904	K01210
Skemar30906	K03264
Skemar30914	K00630
Skemar30918	K07508
Skemar30954	K10751
Skemar30959	K12817
Skemar30961	K12343
Skemar30962	K01456
Skemar30965	K12842
Skemar31030	K13237
Skemar31033	K02726
Skemar31035	K01488
Skemar31039	K09523
Skemar31043	K09498
Skemar31044	K03798
Skemar31045	K00548
Skemar31059	K00451
Skemar31071	K07937
Skemar31080	K14753
Skemar31081	K17768
Skemar31085	K07560
Skemar31106	K08516
Skemar31149	K01934
Skemar31156	K00020
Skemar31160	K03062
Skemar31177	K02959
Skemar31198	K03842
Skemar31199	K00472
Skemar31201	K01764
Skemar31206	K13336
Skemar31208	K14206
Skemar31209	K00820
Skemar31215	K07152
Skemar31227	K08360
Skemar31254	K11827
Skemar31255	K11279
Skemar31257	K07304
Skemar31266	K11578
Skemar31267	K15849
Skemar31284	K01099
Skemar31299	K00801
Skemar31303	K03517
Skemar31306	K14299
Skemar31310	K00849
Skemar31331	K05316
Skemar31341	K14662
Skemar31372	K01514
Skemar31381	K05954
Skemar31383	K02885
Skemar31396	K01624
Skemar31398	K01624
Skemar31402	K00058
Skemar31405	K12194
Skemar31406	K01736
Skemar31411	K04802
Skemar31425	K10899
Skemar31431	K01166
Skemar31433	K10583
Skemar31442	K15687
Skemar31453	K03969
Skemar31466	K11412
Skemar31478	K01409
Skemar31480	K12900
Skemar31482	K07739
Skemar31487	K13199
Skemar31497	K00464
Skemar31509	K02553
Skemar31520	K17795
Skemar31533	K00670
Skemar31534	K17917
Skemar31535	K15272
Skemar31556	K04799
Skemar31565	K16575
Skemar31586	K13412
Skemar31599	K10393
Skemar31648	K15032
Skemar31661	K06631
Skemar31662	K02144
Skemar31685	K07025
Skemar31696	K01759
Skemar31703	K09490
Skemar31736	K17430
Skemar31753	K11594
Skemar31755	K08057
Skemar31766	K10771
Skemar31780	K00888
Skemar31802	K03768
Skemar31827	K01312
Skemar31831	K01802
Skemar31872	K02155
Skemar31876	K10601
Skemar31883	K08486
Skemar31890	K12813
Skemar31896	K00991
Skemar31900	K00589
Skemar31902	K06158
Skemar31915	K08790
Skemar31923	K12385
Skemar31924	K17757
Skemar31948	K12817
Skemar31953	K01756
Skemar31973	K10884
Skemar32004	K00863
Skemar32005	K03458
Skemar32014	K09602
Skemar32025	K02148
Skemar32036	K13116
Skemar32068	K01624
Skemar32078	K00710
Skemar32099	K01834
Skemar32106	K01803
Skemar32108	K10523
Skemar32119	K00627
Skemar32124	K12183
Skemar32136	K01897
Skemar32139	K11839
Skemar32159	K11416
Skemar32170	K03115
Skemar32196	K06254
Skemar32207	K02377
Skemar32221	K02366
Skemar32242	K02726
Skemar32290	K03848
Skemar32300	K00850
Skemar32310	K01893
Skemar32336	K02945
Skemar32359	K08576
Skemar32377	K07304
Skemar32401	K02607
Skemar32408	K17890
Skemar32411	K09488
Skemar32458	K03869
Skemar32459	K03106
Skemar32471	K00472
Skemar32494	K06118
Skemar32496	K14824
Skemar32512	K17087
Skemar32537	K00940
Skemar32545	K09500
Skemar32549	K08808
Skemar32550	K00670
Skemar32569	K15027
Skemar32572	K06961
Skemar32573	K13023
Skemar32574	K05292
Skemar32577	K16833
Skemar32581	K17805
Skemar32601	K01183
Skemar32622	K09494
Skemar32624	K11366
Skemar32646	K12811
Skemar32655	K01950
Skemar32676	K03509
Skemar32679	K08827
Skemar32682	K02835
Skemar32683	K12795
Skemar32686	K10085
Skemar32689	K06640
Skemar32696	K06699
Skemar32700	K08869
Skemar32705	K17917
Skemar32714	K08864
Skemar32743	K16063
Skemar32747	K01534
Skemar32761	K10395
Skemar32813	K07152
Skemar32839	K11502
Skemar32847	K00507
Skemar32856	K10405
Skemar32885	K03260
Skemar32890	K03631
Skemar32897	K13535
Skemar32925	K10144
Skemar32931	K09660
Skemar32947	K15508
Skemar32988	K03018
Skemar32994	K01183
Skemar32997	K16570
Skemar33001	K08829
Skemar33002	K01183
Skemar33006	K18162
Skemar33043	K15085
Skemar33055	K08874
Skemar33064	K12190
Skemar33069	K05527
Skemar33073	K10587
Skemar33077	K01835
Skemar33098	K09500
Skemar33099	K08333
Skemar33102	K10908
Skemar33109	K14816
Skemar33112	K11976
Skemar33141	K17985
Skemar33143	K12486
Skemar33148	K03262
Skemar33164	K10696
Skemar33180	K13280
Skemar33194	K13103
Skemar33203	K10848
Skemar33211	K12863
Skemar33223	K06980
Skemar33228	K15108
Skemar33235	K02356
Skemar33248	K06640
Skemar33264	K14563
Skemar33294	K18158
Skemar33315	K18192
Skemar33322	K00888
Skemar33332	K03595
Skemar33335	K00616
Skemar33343	K00589
Skemar33356	K01669
Skemar33366	K10276
Skemar33367	K00456
Skemar33379	K17506
Skemar33410	K04457
Skemar33414	K00480
Skemar33419	K13108
Skemar33420	K13103
Skemar33440	K06177
Skemar33447	K11971
Skemar33453	K10691
Skemar33460	K11093
Skemar33464	K12858
Skemar33469	K11265
Skemar33515	K17263
Skemar33519	K00248
Skemar33523	K07019
Skemar33528	K15115
Skemar33530	K10858
Skemar33533	K10858
Skemar33551	K04345
Skemar33600	K09420
Skemar33618	K11858
Skemar33639	K12619
Skemar33642	K12492
Skemar33655	K14648
Skemar33671	K10575
Skemar33677	K15277
Skemar33686	K00248
Skemar33687	K12190
Skemar33691	K01517
Skemar33693	K05283
Skemar33711	K00432
Skemar33713	K06100
Skemar33731	K05288
Skemar33732	K12307
Skemar33733	K08292
Skemar33737	K07152
Skemar33764	K17804
Skemar33767	K10626
Skemar33772	K13119
Skemar33777	K10706
Skemar33789	K09597
Skemar33791	K06709
Skemar33793	K07151
Skemar33797	K06672
Skemar33816	K02291
Skemar33823	K14416
Skemar33829	K01850
Skemar33836	K10866
Skemar33840	K12196
Skemar33844	K03033
Skemar33853	K09498
Skemar33859	K08994
Skemar33873	K13342
Skemar33913	K03097
Skemar33919	K13412
Skemar33930	K06877
Skemar33949	K08866
Skemar33950	K09578
Skemar33981	K02726
Skemar33983	K09554
Skemar34021	K09680
Skemar34024	K18080
Skemar34042	K00888
Skemar34053	K09250
Skemar34057	K06180
Skemar34059	K18192
Skemar34064	K12948
Skemar34074	K01230
Skemar34076	K00797
Skemar34081	K12397
Skemar34093	K03782
Skemar34094	K15745
Skemar34147	K01759
Skemar34150	K00681
Skemar34151	K03100
Skemar34156	K09861
Skemar34157	K01883
Skemar34165	K09680
Skemar34190	K12813
Skemar34192	K00888
Skemar34207	K01953
Skemar34217	K12393
Skemar34225	K02867
Skemar34232	K00658
Skemar34234	K14569
Skemar34236	K12735
Skemar34245	K01952
Skemar34264	K14816
Skemar34278	K10706
Skemar34303	K01365
Skemar34321	K17795
Skemar34325	K15171
Skemar34334	K01834
Skemar34346	K01404
Skemar34349	K02326
Skemar34354	K15710
Skemar34365	K10754
Skemar34376	K16055
Skemar34378	K13103
Skemar34381	K03327
Skemar34389	K16299
Skemar34393	K15109
Skemar34402	K03349
Skemar34405	K11274
Skemar34406	K08147
Skemar34412	K12795
Skemar34415	K00413
Skemar34446	K01514
Skemar34488	K08775
Skemar34490	K15272
Skemar34497	K01883
Skemar34498	K11886
Skemar34500	K08867
Skemar34513	K17781
Skemar34515	K10610
Skemar34516	K14792
Skemar34517	K11320
Skemar34533	K01392
Skemar34537	K15340
Skemar34583	K10862
Skemar34601	K01915
Skemar34646	K15119
Skemar34679	K12397
Skemar34704	K17600
Skemar34725	K05016
Skemar34733	K02183
Skemar34737	K06942
Skemar34803	K07754
Skemar34840	K05294
Skemar34880	K01953
Skemar34884	K00784
Skemar34885	K06062
Skemar34890	K01697
Skemar34898	K10706
Skemar34910	K10735
Skemar34915	K01477
Skemar34921	K03969
Skemar34922	K03030
Skemar34924	K03125
Skemar34942	K02730
Skemar34946	K07575
Skemar34947	K00652
Skemar34952	K03667
Skemar34960	K01304
Skemar34961	K12849
Skemar34965	K00826
Skemar34968	K11165
Skemar34972	K04345
Skemar34980	K17430
Skemar34993	K10732
Skemar35008	K01578
Skemar35022	K00820
Skemar35038	K00799
Skemar35041	K02155
Skemar35042	K00933
Skemar35055	K11308
Skemar35067	K14326
Skemar35076	K01011
Skemar35077	K03885
Skemar35080	K14682
Skemar35091	K03671
Skemar35093	K07304
Skemar35098	K06944
Skemar35108	K15728
Skemar35114	K03424
Skemar35120	K13525
Skemar35124	K12032
Skemar35126	K07238
Skemar35148	K01455
Skemar35152	K08515
Skemar35182	K00927
Skemar35185	K07874
Skemar35186	K02882
Skemar35198	K05539
Skemar35210	K01886
Skemar35213	K09838
Skemar35217	K04078
Skemar35223	K11308
Skemar35245	K02736
Skemar35251	K15172
Skemar35252	K15732
Skemar35253	K03125
Skemar35262	K01183
Skemar35269	K15110
Skemar35283	K11835
Skemar35284	K14792
Skemar35295	K14298
Skemar35296	K13535
Skemar35299	K00645
Skemar35305	K08856
Skemar35312	K14569
Skemar35320	K03434
Skemar35329	K01595
Skemar35330	K16794
Skemar35334	K01638
Skemar35345	K01953
Skemar35348	K01693
Skemar35351	K00600
Skemar35354	K01514
Skemar35363	K16465
Skemar35392	K08866
Skemar35396	K06158
Skemar35403	K11490
Skemar35418	K11984
Skemar35425	K13124
Skemar35428	K12193
Skemar35429	K17498
Skemar35443	K00787
Skemar35446	K07904
Skemar35452	K15272
Skemar35456	K11824
Skemar35458	K11839
Skemar35486	K03250
Skemar35497	K10858
Skemar35498	K15272
Skemar35505	K03100
Skemar35518	K14007
Skemar35521	K12821
Skemar35522	K03327
Skemar35523	K15731
Skemar35526	K03031
Skemar35528	K00655
Skemar35532	K03145
Skemar35541	K12501
Skemar35546	K10838
Skemar35547	K00833
Skemar35554	K07753
Skemar35559	K03687
Skemar35575	K12479
